time,timestamp,frontend_recommendationservice,checkoutservice_emailservice,frontend_cartservice,checkoutservice_currencyservice,frontend_productcatalogservice,checkoutservice_productcatalogservice,checkoutservice_paymentservice,checkoutservice_cartservice,checkoutservice_shippingservice,frontend_checkoutservice,frontend_currencyservice,frontend_adservice,recommendationservice_productcatalogservice,frontend_shippingservice
2023-09-22 22:00:01.788065448 +0000 UTC m=+160963.491251163,1695420001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 22:01:01.788129391 +0000 UTC m=+161023.491315096,1695420061,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 22:02:01.799064234 +0000 UTC m=+161083.502249917,1695420121,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 22:03:02.240088752 +0000 UTC m=+161143.943274456,1695420182,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 22:04:01.653039803 +0000 UTC m=+161203.356225508,1695420241,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 22:05:01.713206406 +0000 UTC m=+161263.416392110,1695420301,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 22:06:01.880174086 +0000 UTC m=+161323.583359793,1695420361,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 22:07:01.952544651 +0000 UTC m=+161383.655730357,1695420421,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 22:08:01.981509126 +0000 UTC m=+161443.684694831,1695420481,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 22:09:01.746979178 +0000 UTC m=+161503.450164878,1695420541,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 22:10:01.671896832 +0000 UTC m=+161563.375082554,1695420601,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.00000000000001,100.0,100.0,100.0,100.0
2023-09-22 22:11:01.902938475 +0000 UTC m=+161623.606124181,1695420661,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.333333333333336,100.0,100.0,100.0,100.0
2023-09-22 22:12:01.586043109 +0000 UTC m=+161683.289228810,1695420721,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,57.14285714285714,100.0,100.0,100.0,100.0
2023-09-22 22:13:02.125400913 +0000 UTC m=+161743.828586628,1695420782,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666666,100.0,100.0,100.0,100.0
2023-09-22 22:14:01.784327538 +0000 UTC m=+161803.487513232,1695420841,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,55.555555555555564,100.0,100.0,100.0,100.0
2023-09-22 22:15:02.277104731 +0000 UTC m=+161863.980290435,1695420902,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,73.33333333333334,100.0,100.0,100.0,100.0
2023-09-22 22:16:01.935440915 +0000 UTC m=+161923.638626593,1695420961,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0
2023-09-22 22:17:02.092900668 +0000 UTC m=+161983.796086374,1695421022,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.81818181818183,100.0,100.0,100.0,100.0
2023-09-22 22:18:01.997322042 +0000 UTC m=+162043.700507729,1695421081,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,100.0,100.0
2023-09-22 22:19:02.119087949 +0000 UTC m=+162103.822273638,1695421142,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,77.7777777777778,100.0,100.0,100.0,100.0
2023-09-22 22:20:02.257441792 +0000 UTC m=+162163.960627476,1695421202,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,58.33333333333334,100.0,100.0,100.0,100.0
2023-09-22 22:21:01.987283728 +0000 UTC m=+162223.690469412,1695421261,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.30769230769229,100.0,100.0,100.0,100.0
2023-09-22 22:22:02.396571774 +0000 UTC m=+162284.099757458,1695421322,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0
2023-09-22 22:23:01.973793002 +0000 UTC m=+162343.676978691,1695421381,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,100.0,100.0,100.0,100.0
2023-09-22 22:24:01.708175684 +0000 UTC m=+162403.411361376,1695421441,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666667,100.0,100.0,100.0,100.0
2023-09-22 22:25:01.832958469 +0000 UTC m=+162463.536144169,1695421501,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0
2023-09-22 22:26:01.912956237 +0000 UTC m=+162523.616141932,1695421561,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36.36363636363636,100.0,100.0,100.0,100.0
2023-09-22 22:27:02.234959928 +0000 UTC m=+162583.938145634,1695421622,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,53.846153846153854,100.0,100.0,100.0,100.0
2023-09-22 22:28:01.851274388 +0000 UTC m=+162643.554460085,1695421681,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0
2023-09-22 22:29:01.842821545 +0000 UTC m=+162703.546007232,1695421741,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,53.846153846153854,100.0,100.0,100.0,100.0
2023-09-22 22:30:02.135916568 +0000 UTC m=+162763.839102254,1695421802,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,22.22222222222223,100.0,100.0,100.0,100.0
2023-09-22 22:31:01.881275817 +0000 UTC m=+162823.584461531,1695421861,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,28.57142857142857,100.0,100.0,100.0,100.0
2023-09-22 22:32:01.851120786 +0000 UTC m=+162883.554306492,1695421921,100.0,,100.0,,,,,100.0,,16.666666666666664,100.0,,,100.0
