time,timestamp,frontend_recommendationservice,checkoutservice_emailservice,frontend_cartservice,checkoutservice_currencyservice,frontend_productcatalogservice,checkoutservice_productcatalogservice,checkoutservice_paymentservice,checkoutservice_cartservice,checkoutservice_shippingservice,frontend_checkoutservice,frontend_currencyservice,frontend_adservice,recommendationservice_productcatalogservice,frontend_shippingservice
2023-09-22 20:40:02.033122784 +0000 UTC m=+156163.736308461,1695415202,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 20:41:01.65685083 +0000 UTC m=+156223.360036534,1695415261,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 20:42:02.142025943 +0000 UTC m=+156283.845211621,1695415322,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 20:43:01.944355658 +0000 UTC m=+156343.647541343,1695415381,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 20:44:02.186342988 +0000 UTC m=+156403.889528678,1695415442,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 20:45:01.791580381 +0000 UTC m=+156463.494766085,1695415501,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 20:46:02.287080123 +0000 UTC m=+156523.990265840,1695415562,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 20:47:01.779931131 +0000 UTC m=+156583.483116817,1695415621,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 20:48:02.28446251 +0000 UTC m=+156643.987648207,1695415682,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 20:49:01.727268497 +0000 UTC m=+156703.430454202,1695415741,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 20:50:01.986474426 +0000 UTC m=+156763.689660111,1695415801,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 20:51:01.925075668 +0000 UTC m=+156823.628261358,1695415861,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 20:52:02.097134501 +0000 UTC m=+156883.800320204,1695415922,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 20:53:01.601216786 +0000 UTC m=+156943.304402524,1695415981,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 20:54:02.252598686 +0000 UTC m=+157003.955784387,1695416042,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 20:55:02.028172459 +0000 UTC m=+157063.731358158,1695416102,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 20:56:02.014081319 +0000 UTC m=+157123.717267022,1695416162,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 20:57:01.677219584 +0000 UTC m=+157183.380405289,1695416221,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 20:58:02.184603174 +0000 UTC m=+157243.887788853,1695416282,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 20:59:02.284187727 +0000 UTC m=+157303.987373415,1695416342,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:00:02.149048662 +0000 UTC m=+157363.852234368,1695416402,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:01:01.670862361 +0000 UTC m=+157423.374048055,1695416461,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:02:01.83597324 +0000 UTC m=+157483.539158926,1695416521,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:03:01.965429374 +0000 UTC m=+157543.668615070,1695416581,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:04:01.787083441 +0000 UTC m=+157603.490269141,1695416641,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:05:01.643286333 +0000 UTC m=+157663.346472023,1695416701,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:06:01.470282632 +0000 UTC m=+157723.173468329,1695416761,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:07:02.138491671 +0000 UTC m=+157783.841677380,1695416822,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
