time,timestamp,frontend_recommendationservice,checkoutservice_emailservice,frontend_cartservice,checkoutservice_currencyservice,frontend_productcatalogservice,checkoutservice_productcatalogservice,checkoutservice_paymentservice,checkoutservice_cartservice,checkoutservice_shippingservice,frontend_checkoutservice,frontend_currencyservice,frontend_adservice,recommendationservice_productcatalogservice,frontend_shippingservice
2023-09-22 23:41:02.148397249 +0000 UTC m=+167023.851582945,1695426062,100.0,100.0,100.0,100.0,81.7155756207675,83.33333333333333,100.0,100.0,100.0,70.0,100.0,100.0,100.0,100.0
2023-09-22 23:42:02.071607357 +0000 UTC m=+167083.774793063,1695426122,100.0,100.0,100.0,100.0,83.81642512077295,66.66666666666666,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0
2023-09-22 23:43:01.9071175 +0000 UTC m=+167143.610303187,1695426181,100.0,100.0,100.0,100.0,80.97345132743364,80.0,100.0,100.0,100.0,44.44444444444446,100.0,100.0,100.0,100.0
2023-09-22 23:44:01.991501757 +0000 UTC m=+167203.694687471,1695426241,100.0,100.0,100.0,100.0,79.26565874730021,81.24999999999999,100.0,100.0,100.0,57.14285714285715,100.0,100.0,100.0,100.0
2023-09-22 23:45:01.998881657 +0000 UTC m=+167263.702067353,1695426301,100.0,100.0,100.0,100.0,80.76923076923076,83.33333333333334,100.0,100.0,100.0,75.0,100.0,100.0,100.0,100.0
2023-09-22 23:46:02.352610157 +0000 UTC m=+167324.055795863,1695426362,100.0,100.0,100.0,100.0,81.47321428571429,85.71428571428572,100.0,100.0,100.0,66.66666666666667,100.0,100.0,100.0,100.0
2023-09-22 23:47:02.025489959 +0000 UTC m=+167383.728675662,1695426422,100.0,100.0,100.0,100.0,81.52424942263279,92.85714285714286,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0
2023-09-22 23:48:01.987671253 +0000 UTC m=+167443.690856940,1695426481,100.0,100.0,100.0,100.0,79.70297029702971,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 23:49:01.80067774 +0000 UTC m=+167503.503863455,1695426541,100.0,100.0,100.0,100.0,81.83962264150944,91.66666666666666,100.0,100.0,100.0,46.153846153846146,100.0,100.0,100.0,100.0
2023-09-22 23:50:02.054773466 +0000 UTC m=+167563.757959152,1695426602,100.0,100.0,100.0,100.0,80.9278350515464,81.25,100.0,100.0,100.0,28.57142857142857,100.0,100.0,100.0,100.0
2023-09-22 23:51:01.794910435 +0000 UTC m=+167623.498096130,1695426661,100.0,100.0,100.0,100.0,79.291553133515,66.66666666666666,100.0,100.0,100.0,33.333333333333336,100.0,100.0,100.0,100.0
2023-09-22 23:52:02.044172472 +0000 UTC m=+167683.747358193,1695426722,100.0,100.0,100.0,100.0,77.83018867924528,79.3103448275862,100.0,100.0,100.0,56.25000000000002,100.0,100.0,100.0,100.0
2023-09-22 23:53:02.022587569 +0000 UTC m=+167743.725773275,1695426782,100.0,100.0,100.0,100.0,82.23684210526315,89.47368421052632,100.0,100.0,100.0,60.00000000000001,100.0,100.0,100.0,100.0
2023-09-22 23:54:02.394567222 +0000 UTC m=+167804.097752909,1695426842,100.0,100.0,100.0,100.0,80.49886621315194,100.0,100.0,100.0,100.0,70.0,100.0,100.0,100.0,100.0
2023-09-22 23:55:02.002668211 +0000 UTC m=+167863.705853915,1695426902,100.0,100.0,100.0,100.0,64.80836236933798,60.00000000000001,100.0,100.0,100.0,55.555555555555564,100.0,100.0,100.0,100.0
2023-09-22 23:56:01.850662391 +0000 UTC m=+167923.553848096,1695426961,100.0,100.0,100.0,100.0,49.48453608247422,20.0,100.0,100.0,100.0,16.666666666666668,100.0,100.0,100.0,100.0
2023-09-22 23:57:02.055642916 +0000 UTC m=+167983.758828621,1695427022,100.0,100.0,100.0,100.0,38.216560509554135,0.0,100.0,100.0,100.0,30.0,100.0,100.0,100.0,
